[1442082600] LOG ROTATION: DAILY
[1442082600] LOG VERSION: 2.0
[1442082600] CURRENT HOST STATE: ad.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.91 ms
[1442082600] CURRENT HOST STATE: application.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.14 ms
[1442082600] CURRENT HOST STATE: artifactory.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.53 ms
[1442082600] CURRENT HOST STATE: cisco;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.92 ms
[1442082600] CURRENT HOST STATE: confluence.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.38 ms
[1442082600] CURRENT HOST STATE: git.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.45 ms
[1442082600] CURRENT HOST STATE: jenkins.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.47 ms
[1442082600] CURRENT HOST STATE: jira.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.45 ms
[1442082600] CURRENT HOST STATE: localhost;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.05 ms
[1442082600] CURRENT HOST STATE: mail.plank.life;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.38 ms
[1442082600] CURRENT SERVICE STATE: jira.plank.life;MYSQL CONNECTION TIME;OK;HARD;1;Please select a mode
[1442082600] CURRENT SERVICE STATE: jira.plank.life;MYSQL Database;CRITICAL;HARD;3;(Service check timed out after 60.02 seconds)
[1442082600] CURRENT SERVICE STATE: jira.plank.life;MYSQL SLAVE SQL RUNNING;OK;HARD;1;Please select a mode
[1442082600] CURRENT SERVICE STATE: jira.plank.life;MYSQL SLAVE-IO-RUNNING;OK;HARD;1;Please select a mode
[1442082600] CURRENT SERVICE STATE: jira.plank.life;MYSQL threads-connected;OK;HARD;1;Please select a mode
[1442082600] CURRENT SERVICE STATE: jira.plank.life;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.58 ms
[1442082600] CURRENT SERVICE STATE: jira.plank.life;Root Partition;OK;HARD;1;DISK OK - free space: / 10320 MB (60% inode=87%):
[1442082600] CURRENT SERVICE STATE: jira.plank.life;SSH;UNKNOWN;HARD;4;Usage:
[1442082600] CURRENT SERVICE STATE: jira.plank.life;Swap Usage;OK;HARD;1;SWAP OK - 100% free (2007 MB out of 2007 MB)
[1442082600] CURRENT SERVICE STATE: jira.plank.life;TCP;OK;HARD;1;TCP OK - 0.001 second response time on port 5543
[1442082600] CURRENT SERVICE STATE: jira.plank.life;TIME;CRITICAL;HARD;3;CRITICAL - Socket timeout after 20 seconds
[1442082600] CURRENT SERVICE STATE: jira.plank.life;TOMCAT THREADS COUNT;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: jira.plank.life;Tomcat heap memory used;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: jira.plank.life;Tomcat loaded classes count;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: jira.plank.life;Tomcat non-heap memory used;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: jira.plank.life;Tomcat total active sessions;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: jira.plank.life;Total Processes;OK;HARD;1;PROCS OK: 50 processes with STATE = RSZDT
[1442082600] CURRENT SERVICE STATE: localhost;APT DISTRIBUTIONS;OK;HARD;1;APT OK: 0 packages available for dist-upgrade (0 critical updates).
[1442082600] CURRENT SERVICE STATE: localhost;APT PACKAGES;OK;HARD;1;APT OK: 0 packages available for upgrade (0 critical updates).
[1442082600] CURRENT SERVICE STATE: localhost;CHECK HEAP;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: localhost;CHECK TOMCAT APPLICATION;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: localhost;CHECK TOMCAT MEMORY/THREADS;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: localhost;Current Load;OK;HARD;1;OK - load average: 0.00, 0.01, 0.05
[1442082600] CURRENT SERVICE STATE: localhost;Current Users;OK;HARD;1;USERS OK - 0 users currently logged in
[1442082600] CURRENT SERVICE STATE: localhost;DNS;OK;HARD;1;DNS OK: 15.009 seconds response time. www.google.com returns
[1442082600] CURRENT SERVICE STATE: localhost;DNS USING DIG;WARNING;HARD;3;DNS WARNING - 15.009 seconds response time (dig returned an error status)
[1442082600] CURRENT SERVICE STATE: localhost;HTTP;OK;HARD;1;HTTP OK: HTTP/1.1 200 OK - 11783 bytes in 0.001 second response time
[1442082600] CURRENT SERVICE STATE: localhost;HTTPS;CRITICAL;HARD;3;Connection refused
[1442082600] CURRENT SERVICE STATE: localhost;LDAP;CRITICAL;HARD;3;Could not bind to the LDAP server
[1442082600] CURRENT SERVICE STATE: localhost;MYSQL CONNECTION TIME;OK;HARD;1;Please select a mode
[1442082600] CURRENT SERVICE STATE: localhost;MYSQL Database;CRITICAL;HARD;3;Can't connect to MySQL server on '127.0.0.1' (111)
[1442082600] CURRENT SERVICE STATE: localhost;MYSQL SLAVE SQL RUNNING;OK;HARD;1;Please select a mode
[1442082600] CURRENT SERVICE STATE: localhost;MYSQL SLAVE-IO-RUNNING;OK;HARD;1;Please select a mode
[1442082600] CURRENT SERVICE STATE: localhost;MYSQL threads-connected;OK;HARD;1;Please select a mode
[1442082600] CURRENT SERVICE STATE: localhost;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.06 ms
[1442082600] CURRENT SERVICE STATE: localhost;Root Partition;OK;HARD;1;DISK OK - free space: / 10320 MB (60% inode=87%):
[1442082600] CURRENT SERVICE STATE: localhost;SSH;UNKNOWN;HARD;4;Usage:
[1442082600] CURRENT SERVICE STATE: localhost;Swap Usage;OK;HARD;1;SWAP OK - 100% free (2007 MB out of 2007 MB)
[1442082600] CURRENT SERVICE STATE: localhost;TCP;CRITICAL;HARD;3;Connection refused
[1442082600] CURRENT SERVICE STATE: localhost;TIME;UNKNOWN;HARD;3;Connection refused
[1442082600] CURRENT SERVICE STATE: localhost;TOMCAT THREADS COUNT;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: localhost;Tomcat heap memory used;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: localhost;Tomcat loaded classes count;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: localhost;Tomcat non-heap memory used;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: localhost;Tomcat total active sessions;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: localhost;Total Processes;OK;HARD;1;PROCS OK: 52 processes with STATE = RSZDT
[1442082600] CURRENT SERVICE STATE: mail.plank.life;APT DISTRIBUTIONS;OK;HARD;1;APT OK: 0 packages available for dist-upgrade (0 critical updates).
[1442082600] CURRENT SERVICE STATE: mail.plank.life;APT PACKAGES;OK;HARD;1;APT OK: 0 packages available for upgrade (0 critical updates).
[1442082600] CURRENT SERVICE STATE: mail.plank.life;CHECK HEAP;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: mail.plank.life;CHECK TOMCAT APPLICATION;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: mail.plank.life;CHECK TOMCAT MEMORY/THREADS;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: mail.plank.life;Current Load;OK;HARD;1;OK - load average: 0.00, 0.01, 0.05
[1442082600] CURRENT SERVICE STATE: mail.plank.life;Current Users;OK;HARD;1;USERS OK - 0 users currently logged in
[1442082600] CURRENT SERVICE STATE: mail.plank.life;DNS;OK;HARD;1;DNS OK: 15.010 seconds response time. www.google.com returns
[1442082600] CURRENT SERVICE STATE: mail.plank.life;DNS USING DIG;WARNING;HARD;3;DNS WARNING - 15.009 seconds response time (dig returned an error status)
[1442082600] CURRENT SERVICE STATE: mail.plank.life;HTTP;OK;HARD;1;HTTP OK: HTTP/1.1 200 OK - 322 bytes in 0.001 second response time
[1442082600] CURRENT SERVICE STATE: mail.plank.life;HTTPS;OK;HARD;1;HTTP OK: HTTP/1.1 200 OK - 322 bytes in 0.008 second response time
[1442082600] CURRENT SERVICE STATE: mail.plank.life;IMAP;OK;HARD;1;IMAP OK - 0.014 second response time on port 143 [* OK [CAPABILITY IMAP4rev1 LITERAL+ SASL-IR LOGIN-REFERRALS ID ENABLE IDLE STARTTLS LOGINDISABLED] Dovecot (Ubuntu) ready.]
[1442082600] CURRENT SERVICE STATE: mail.plank.life;LDAP;CRITICAL;HARD;3;CRITICAL - Socket timeout after 20 seconds
[1442082600] CURRENT SERVICE STATE: mail.plank.life;MYSQL CONNECTION TIME;OK;HARD;1;Please select a mode
[1442082600] CURRENT SERVICE STATE: mail.plank.life;MYSQL Database;CRITICAL;HARD;3;(Service check timed out after 60.02 seconds)
[1442082600] CURRENT SERVICE STATE: mail.plank.life;MYSQL SLAVE SQL RUNNING;OK;HARD;1;Please select a mode
[1442082600] CURRENT SERVICE STATE: mail.plank.life;MYSQL SLAVE-IO-RUNNING;OK;HARD;1;Please select a mode
[1442082600] CURRENT SERVICE STATE: mail.plank.life;MYSQL threads-connected;OK;HARD;1;Please select a mode
[1442082600] CURRENT SERVICE STATE: mail.plank.life;PING;OK;HARD;1;PING OK - Packet loss = 0%, RTA = 0.44 ms
[1442082600] CURRENT SERVICE STATE: mail.plank.life;POP;OK;HARD;1;POP OK - 0.006 second response time on port 110 [+OK Dovecot (Ubuntu) ready.]
[1442082600] CURRENT SERVICE STATE: mail.plank.life;Root Partition;OK;HARD;1;DISK OK - free space: / 10320 MB (60% inode=87%):
[1442082600] CURRENT SERVICE STATE: mail.plank.life;SMTP;OK;HARD;1;SMTP OK - 0.025 sec. response time
[1442082600] CURRENT SERVICE STATE: mail.plank.life;SSH;UNKNOWN;HARD;4;Usage:
[1442082600] CURRENT SERVICE STATE: mail.plank.life;Swap Usage;OK;HARD;1;SWAP OK - 100% free (2007 MB out of 2007 MB)
[1442082600] CURRENT SERVICE STATE: mail.plank.life;TCP;CRITICAL;HARD;3;CRITICAL - Socket timeout after 10 seconds
[1442082600] CURRENT SERVICE STATE: mail.plank.life;TIME;CRITICAL;HARD;3;CRITICAL - Socket timeout after 20 seconds
[1442082600] CURRENT SERVICE STATE: mail.plank.life;TOMCAT THREADS COUNT;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: mail.plank.life;Tomcat heap memory used;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: mail.plank.life;Tomcat loaded classes count;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: mail.plank.life;Tomcat non-heap memory used;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: mail.plank.life;Tomcat total active sessions;UNKNOWN;HARD;3;(No output returned from plugin)
[1442082600] CURRENT SERVICE STATE: mail.plank.life;Total Processes;OK;HARD;1;PROCS OK: 51 processes with STATE = RSZDT
[1442082916] Auto-save of retention data completed successfully.
[1442083023] wproc: Core Worker 2944: job 5787 (pid=18894) timed out. Killing it
[1442083023] wproc: CHECK job 5787 from worker Core Worker 2944 timed out after 60.02s
[1442083023] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442083023] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442083023] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.016s!
[1442083023] wproc: Core Worker 2944: job 5787 (pid=18894): Dormant child reaped
[1442083125] wproc: Core Worker 2941: job 5809 (pid=19054) timed out. Killing it
[1442083125] wproc: CHECK job 5809 from worker Core Worker 2941 timed out after 60.01s
[1442083125] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442083125] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442083125] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.012s!
[1442083125] wproc: Core Worker 2941: job 5809 (pid=19054): Dormant child reaped
[1442083151] wproc: Core Worker 2944: job 5816 (pid=19097) timed out. Killing it
[1442083151] wproc: CHECK job 5816 from worker Core Worker 2944 timed out after 60.01s
[1442083151] wproc:   host=cisco; service=Uptime;
[1442083151] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442083151] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.006s!
[1442083151] wproc: Core Worker 2944: job 5816 (pid=19097): Dormant child reaped
[1442083476] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083516] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083533] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083535] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083554] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083556] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083574] SERVICE NOTIFICATION: nagiosadmin;application.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083576] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083595] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083610] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083614] SERVICE NOTIFICATION: nagiosadmin;artifactory.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083623] wproc: Core Worker 2941: job 5907 (pid=19845) timed out. Killing it
[1442083623] wproc: CHECK job 5907 from worker Core Worker 2941 timed out after 60.01s
[1442083623] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442083623] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442083623] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.011s!
[1442083623] wproc: Core Worker 2941: job 5907 (pid=19845): Dormant child reaped
[1442083654] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083672] SERVICE NOTIFICATION: nagiosadmin;cisco;Port 1 Link Status;UNKNOWN;notify-service-by-email;External command error: MIB search path: $HOME/.snmp/mibs:/usr/share/snmp/mibs:/usr/share/snmp/mibs/iana:/usr/share/snmp/mibs/ietf:/usr/share/mibs/site:/usr/share/snmp/mibs:/usr/share/mibs/iana:/usr/share/mibs/ietf:/usr/share/mibs/netsnmp
[1442083674] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083692] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083695] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083712] SERVICE NOTIFICATION: nagiosadmin;confluence.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083714] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083725] wproc: Core Worker 2943: job 5931 (pid=20038) timed out. Killing it
[1442083725] wproc: CHECK job 5931 from worker Core Worker 2943 timed out after 60.02s
[1442083725] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442083725] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442083725] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.017s!
[1442083725] wproc: Core Worker 2943: job 5931 (pid=20038): Dormant child reaped
[1442083733] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083735] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083751] wproc: Core Worker 2943: job 5938 (pid=20091) timed out. Killing it
[1442083751] wproc: CHECK job 5938 from worker Core Worker 2943 timed out after 60.01s
[1442083751] wproc:   host=cisco; service=Uptime;
[1442083751] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442083751] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.011s!
[1442083751] SERVICE NOTIFICATION: nagiosadmin;cisco;Uptime;CRITICAL;notify-service-by-email;(Service check timed out after 60.01 seconds)
[1442083751] wproc: Core Worker 2943: job 5938 (pid=20091): Dormant child reaped
[1442083752] SERVICE NOTIFICATION: nagiosadmin;git.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083754] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083775] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083793] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083795] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083813] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083815] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083832] SERVICE NOTIFICATION: nagiosadmin;jira.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083835] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083854] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083873] SERVICE NOTIFICATION: nagiosadmin;localhost;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083914] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083933] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083952] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442083971] SERVICE NOTIFICATION: nagiosadmin;mail.plank.life;Tomcat total active sessions;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442084190] SERVICE NOTIFICATION: nagiosadmin;ad.plank.life;Tomcat loaded classes count;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442084223] wproc: Core Worker 2942: job 6033 (pid=20902) timed out. Killing it
[1442084223] wproc: CHECK job 6033 from worker Core Worker 2942 timed out after 60.01s
[1442084223] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442084223] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442084223] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.014s!
[1442084223] wproc: Core Worker 2942: job 6033 (pid=20902): Dormant child reaped
[1442084325] wproc: Core Worker 2943: job 6056 (pid=21071) timed out. Killing it
[1442084325] wproc: CHECK job 6056 from worker Core Worker 2943 timed out after 60.02s
[1442084325] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442084325] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442084325] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.015s!
[1442084325] wproc: Core Worker 2943: job 6056 (pid=21071): Dormant child reaped
[1442084351] wproc: Core Worker 2942: job 6062 (pid=21114) timed out. Killing it
[1442084351] wproc: CHECK job 6062 from worker Core Worker 2942 timed out after 60.01s
[1442084351] wproc:   host=cisco; service=Uptime;
[1442084351] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442084351] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.012s!
[1442084351] wproc: Core Worker 2942: job 6062 (pid=21114): Dormant child reaped
[1442084373] SERVICE NOTIFICATION: nagiosadmin;jenkins.plank.life;Tomcat non-heap memory used;UNKNOWN;notify-service-by-email;(No output returned from plugin)
[1442084823] wproc: Core Worker 2944: job 6153 (pid=21824) timed out. Killing it
[1442084823] wproc: CHECK job 6153 from worker Core Worker 2944 timed out after 60.01s
[1442084823] wproc:   host=jira.plank.life; service=MYSQL Database;
[1442084823] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442084823] Warning: Check of service 'MYSQL Database' on host 'jira.plank.life' timed out after 60.009s!
[1442084823] wproc: Core Worker 2944: job 6153 (pid=21824): Dormant child reaped
[1442084925] wproc: Core Worker 2943: job 6175 (pid=21983) timed out. Killing it
[1442084925] wproc: CHECK job 6175 from worker Core Worker 2943 timed out after 60.01s
[1442084925] wproc:   host=mail.plank.life; service=MYSQL Database;
[1442084925] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442084925] Warning: Check of service 'MYSQL Database' on host 'mail.plank.life' timed out after 60.009s!
[1442084925] wproc: Core Worker 2943: job 6175 (pid=21983): Dormant child reaped
[1442084951] wproc: Core Worker 2942: job 6181 (pid=22026) timed out. Killing it
[1442084951] wproc: CHECK job 6181 from worker Core Worker 2942 timed out after 60.01s
[1442084951] wproc:   host=cisco; service=Uptime;
[1442084951] wproc:   early_timeout=1; exited_ok=0; wait_status=0; error_code=62;
[1442084951] Warning: Check of service 'Uptime' on host 'cisco' timed out after 60.011s!
[1442084951] wproc: Core Worker 2942: job 6181 (pid=22026): Dormant child reaped
[1442085423] wproc: Core Worker 2942: job 6271 (pid=22740) timed out. Killing it
